ORIG_FID,repose_angle,vol_est,vol_ste
0,25,49255.5581512777,5445.98323631584
1,25,5089.56053877007,1078.08079198034
2,25,10658.6370235707,1811.66445395322
3,25,4497.61307297522,868.691532390366
4,25,2367.03304391967,671.165462965387
5,25,4647.30262926172,1091.33315540979
6,25,2215.36342090738,575.686091269593
7,25,17955.4790383016,2005.59939334112
8,25,8846.97204846801,1408.60011075469
9,25,1208.30501126022,335.392606779441
10,25,1659.64619980951,450.260508918058
11,25,15272.8015863675,1723.98368611221
12,25,3744.67189975162,847.900917341878
13,25,2009.63799505784,576.393779201032
14,25,5318.36993739442,1102.14962089368
15,25,106.022370047491,15.7901515391773
16,25,21.4203356920687,0.820401582578916
17,25,52.4804104211122,5.53592415947435
18,25,32.8990990913813,1.66035789293977
19,25,30.1431818634921,1.0847382381797
20,25,10.7428935585147,0.215952474305274
21,25,39.8929304380431,3.1790409046104
22,25,36.5626700868724,3.03961819480002
23,25,24.4991199735479,1.73312555759414
24,25,30.7247403435268,2.18367014502414
25,25,9.36637495625691,0.161663704355996
26,25,89.2034101109275,10.1599690414686
27,25,16.4512146958238,0.239181419957866
28,25,39.8141370166241,3.42328863466124
29,25,129.634834041424,15.9458477712925
30,25,125.004955779458,16.5831822634444
31,25,147.018140654202,27.6211983674739
32,25,210.780260176945,41.9487161436827
33,25,173.446789697329,25.374810234824
34,25,107.212081076471,10.3845695140436
35,25,296.584638837358,54.096738866676
36,25,55.4836895088893,5.50796574844847
37,25,61.846039811132,6.58280838427841
38,25,120.84807922087,11.8693242040899
39,25,77.1222465623894,7.92434909836944
40,25,40.2664028301089,2.96394754015691
41,25,109.719916045655,13.4964532884843
42,25,41.0449745345499,3.00706630513621
43,25,235.876559955373,40.9899702880789
44,25,38.1848893732566,3.64474727960173
45,25,27.3958180034632,1.97428874967996
46,25,15.5079043625756,0.378376803085934
47,25,15.9303167903128,0.467266299635983
48,25,28.0511135205579,1.31248555552123
49,25,237.526711377357,42.8704329533518
50,25,518.062521196414,117.843921759763
51,25,343.635128593105,60.2884129178519
52,25,963.195628064296,263.706981343076
53,25,75.8284282258362,10.01535351133
54,25,54.4035135180809,5.80705413707017
55,25,57.3140183969288,6.02735266743813
56,25,39.2417180168034,2.51689524337228
57,25,6.21610331929649,0.0794276633178333
58,25,33.8043348416042,2.49923037192999
59,25,42.7181968602869,4.41621457677039
60,25,48.7433787764272,4.72462585574053
61,25,11.6949217259177,0.355324321357545
62,25,34.4384556013867,2.48159888451467
63,25,50.991442367324,4.60462752084233
64,25,35.7951581277578,2.68432654107139
65,25,162.827802213873,23.795646256931
66,25,236.425715773452,46.2931843010699
67,25,195.124561207146,30.8334461667748
68,25,22.7944132476207,0.994242286488637
69,25,36.6721769372738,2.5108230097111
70,25,18.7021579244634,0.746243736645816
71,25,270.61060251948,57.9263635275457
72,25,475.572408051664,120.335784423469
73,25,133.526069806932,19.7970599842356
74,25,180.494024999124,34.3406000056215
75,25,96.992893053054,12.3520217145209
76,25,72.1465015920044,7.40281269977841
77,25,51.6778114757308,5.17390784422791
78,25,15.9788781515488,0.630382834063163
79,25,110.488227545646,16.6751596691886
80,25,21.7270774122575,0.638922245151621
81,25,41.4151646916384,2.66675545809095
82,25,488.385480118329,101.374428983264
83,25,181.049067254549,34.1632323137134
84,25,84.7617125052105,9.95351547833003
85,25,17.3316357871357,0.520893788179377
86,25,18.8918125246008,0.748985373884548
87,25,39.5342994996675,2.92248793956807
88,25,18.7750572840701,1.02702434573331
89,25,36.7823279248964,3.06767408837492
90,25,35.4312696975079,2.39262673420899
91,25,28.9131500416554,1.74793213183765
92,25,38.0234278673412,2.76232370750501
